年,年,凭证号,分录号,摘要,科目编码,科目名称,辅助项,币种, 借方 ,贷方
10,31,记账-0355,141,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：陆工大体系评估】,人民币,,5.39
10,31,记账-0355,142,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：装工院体系评估】,人民币,,5.39
10,31,记账-0355,143,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：无锡一所体系评估】,人民币,,2.80
10,31,记账-0355,144,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：310所体系评估】,人民币,,2.69
10,31,记账-0355,145,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：706所体系评估】,人民币,,2.69
10,31,记账-0355,146,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：航天七院体系评估】,人民币,,1.35
10,31,记账-0355,147,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：723所体系评估】,人民币,,5.39
10,31,记账-0355,148,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：高P体系贡献率评估-陆工大】,人民币,,5.39
10,31,记账-0355,149,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：装配式结构数据建模及加工处理】,人民币,,40.00
10,31,记账-0355,150,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：多功能车全液晶显示与操作控制系统KP（研制）】,人民币,,6.06
10,31,记账-0355,151,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：多功能车全液晶显示与操作控制系统QT（研制）】,人民币,,6.06
10,31,记账-0355,152,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：713仿真理论培训平台】,人民币,,9.43
10,31,记账-0355,153,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：对抗训练系统】,人民币,,21.55
10,31,记账-0355,154,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：某型装备战术理论培训课件】,人民币,,2.69
10,31,记账-0355,155,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：空降兵特种作战增强现实头盔】,人民币,,2.00
10,31,记账-0355,156,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：障碍物智能评估系统】,人民币,,2.80
10,31,记账-0355,157,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：上海华模模拟器及分系统项目】,人民币,,13.80
10,31,记账-0355,158,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：九院无人机模拟交互系统】,人民币,,3.35
10,31,记账-0355,159,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：成都航空性能平台项目】,人民币,,2.80
10,31,记账-0355,160,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：明阳及其他电力相关项目】,人民币,,1.40
10,31,记账-0355,161,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：29所大数据治理与分析平台】,人民币,,5.39
10,31,记账-0355,162,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：电科27所大Y结果可视化】,人民币,,2.69
10,31,记账-0355,163,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：电科27所试验大数据挖掘分析平台】,人民币,,1.35
10,31,记账-0355,164,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：电科27所试验数据服务系统】,人民币,,6.00
10,31,记账-0355,165,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：陆军特战学院无人侦察机模拟训练项目】,人民币,,8.69
10,31,记账-0355,166,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：成飞611所培训一体化平台】,人民币,,6.69
10,31,记账-0355,167,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：大电力板块（包含风电+输电体系）】,人民币,,5.40
10,31,记账-0355,168,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：基于安卓的训练终端APP开发】,人民币,,2.69
10,31,记账-0355,169,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：吉祥航空性能平台项目】,人民币,,7.60
10,31,记账-0355,170,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：某飞行模拟软件】,人民币,,3.35
10,31,记账-0355,171,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：商飞相关项目】,人民币,,6.20
10,31,记账-0355,172,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：训练综合管理系统】,人民币,,6.04
10,31,记账-0355,173,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：智慧学习平台】,人民币,,4.69
10,31,记账-0355,174,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：装配式结构数据建模及加工处理】,人民币,,2.00
10,31,记账-0355,175,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：空海商务部】【软件项目辅助核算：H航大商务市场】,人民币,,13.47
10,31,记账-0355,176,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：空海商务部】【软件项目辅助核算：H工大商务市场】,人民币,,21.55
10,31,记账-0355,177,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：空海商务部】【软件项目辅助核算：彩虹-4侦打一体化无人机模拟训练平台】,人民币,,16.16
10,31,记账-0355,178,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：空海商务部】【软件项目辅助核算：HJ航母编队复杂海况下作战效能评估】,人民币,,21.55
10,31,记账-0355,179,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：空海商务部】【软件项目辅助核算：模拟机分系统采购】,人民币,,8.08
10,31,记账-0355,180,结转成本费用,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：技术解决部】【软件项目辅助核算：JJ9飞行训练模拟器】,人民币,,32.00
10,31,记账-0355,181,结转成本费用,66010306,66010306\销售费用\社会保险费\商业保险,【部门档案：营销中心】【软件项目辅助核算：北京项目公摊】,人民币,,60.00
10,31,记账-0355,182,结转成本费用,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：科室专用】,人民币,,300.00
10,31,记账-0355,183,结转成本费用,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：电子监测仪】,人民币,,137.50
10,31,记账-0355,184,结转成本费用,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：山地高原伴随桥训练模拟器】,人民币,,17.50
10,31,记账-0355,185,结转成本费用,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：抛撒布雷车】,人民币,,108.00
10,31,记账-0355,186,结转成本费用,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：战场伪装规划与辅助决策系统】,人民币,,17.50
10,31,记账-0355,187,结转成本费用,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：南炮训练中心建设】,人民币,,815.00
10,31,记账-0355,188,结转成本费用,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：32基地数据分析】,人民币,,280.00
10,31,记账-0355,189,结转成本费用,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：28所数据分析】,人民币,,50.00
10,31,记账-0355,190,结转成本费用,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：无锡一所仿真实验室建设】,人民币,,35.00
10,31,记账-0355,191,结转成本费用,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：装备推演论证项目】,人民币,,25.00
10,31,记账-0355,192,结转成本费用,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币,,108.00
10,31,记账-0355,193,结转成本费用,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：陆工大体系评估】,人民币,,108.00
